RevisionColumn,NUTS,Units,periods,GenderID,ValueColumn
"r_2","BG313","perc","2011Q1","1","51.1"
"r_2","BG313","perc","2011Q1","2","53.5"
"r_2","BG313","perc","2011Q2","0","54.3"
"r_2","BG313","perc","2011Q2","1","54.9"
"r_2","BG313","perc","2011Q2","2","53.7"
"r_2","BG313","perc","2011Q3","0","54.2"
"r_2","BG313","perc","2011Q3","1","58.1"
"r_2","BG313","perc","2011Q3","2","50"
"r_2","BG313","perc","2011Q4","0","54.1"
"r_2","BG313","perc","2011Q4","1","57.9"
"r_2","BG313","perc","2011Q4","2","50.1"
"r_2","BG313","perc","2012Q1","0","53.2"
"r_2","BG313","perc","2012Q1","1","51.3"
"r_2","BG313","perc","2012Q1","2","55.3"
"r_2","BG313","perc","2012Q2","0","50.2"
"r_2","BG313","perc","2012Q2","1","47.6"
"r_2","BG313","perc","2012Q2","2","52.9"
"r_2","BG313","perc","2012Q3","0","51.8"
"r_2","BG313","perc","2012Q3","1","54.6"
"r_2","BG313","perc","2012Q3","2","48.8"
"r_2","BG313","perc","2012Q4","0","54.5"
"r_2","BG313","perc","2012Q4","1","57.4"
"r_2","BG313","perc","2012Q4","2","51.5"
"r_2","BG313","perc","2013Q1","0","52.4"
"r_2","BG313","perc","2013Q1","1","54"
"r_2","BG313","perc","2013Q1","2","50.8"
"r_2","BG313","perc","2013Q2","0","50.7"
"r_2","BG313","perc","2013Q2","1","51.9"
"r_2","BG313","perc","2013Q2","2","49.5"
"r_2","BG313","perc","2013Q3","0","53.9"
"r_2","BG313","perc","2013Q3","1","54.6"
"r_2","BG313","perc","2013Q3","2","53.1"
"r_2","BG313","perc","2013Q4","0","51.5"
"r_2","BG313","perc","2013Q4","1","53.9"
"r_2","BG313","perc","2013Q4","2","49"
"r_2","BG313","perc","2014Q1","0","50"
"r_2","BG313","perc","2014Q1","1","53.6"
"r_2","BG313","perc","2014Q1","2","46.3"
"r_2","BG313","perc","2014Q2","0","53.1"
"r_2","BG313","perc","2014Q2","1","53.9"
"r_2","BG313","perc","2014Q2","2","52.3"
"r_2","BG313","perc","2014Q3","0","55.6"
"r_2","BG313","perc","2014Q3","1","55.2"
"r_2","BG313","perc","2014Q3","2","56.1"
"r_2","BG313","perc","2014Q4","0","53"
"r_2","BG313","perc","2014Q4","1","55.8"
"r_2","BG313","perc","2014Q4","2","50"
"r_2","BG313","perc","2015Q1","0","50"
"r_2","BG313","perc","2015Q1","1","53.2"
"r_2","BG313","perc","2015Q1","2","46.6"
"r_2","BG313","perc","2015Q2","0","51.7"
"r_2","BG313","perc","2015Q2","1","51.9"
"r_2","BG313","perc","2015Q2","2","51.5"
"r_2","BG313","perc","2015Q3","0","50.9"
"r_2","BG313","perc","2015Q3","1","52.2"
"r_2","BG313","perc","2015Q3","2","49.6"
"r_2","BG313","perc","2015Q4","0","48.4"
"r_2","BG313","perc","2015Q4","1","52.9"
"r_2","BG313","perc","2015Q4","2","43.6"
"r_2","BG315","perc","2003Q1","0","49.7"
"r_2","BG315","perc","2003Q1","1","49.8"
"r_2","BG315","perc","2003Q1","2","49.5"
"r_2","BG315","perc","2003Q2","0","47.4"
"r_2","BG315","perc","2003Q2","1","49"
"r_2","BG315","perc","2003Q2","2","45.9"
"r_2","BG315","perc","2003Q3","0","51.3"
"r_2","BG315","perc","2003Q3","1","53.8"
"r_2","BG315","perc","2003Q3","2","48.9"
"r_2","BG315","perc","2003Q4","0","52.2"
"r_2","BG315","perc","2003Q4","1","53.2"
"r_2","BG315","perc","2003Q4","2","51.2"
"r_2","BG315","perc","2004Q1","0","46.8"
"r_2","BG315","perc","2004Q1","1","48.1"
"r_2","BG315","perc","2004Q1","2","45.4"
"r_2","BG315","perc","2004Q2","0","49.6"
"r_2","BG315","perc","2004Q2","1","51.9"
"r_2","BG315","perc","2004Q2","2","47.4"
"r_2","BG315","perc","2004Q3","0","54.2"
"r_2","BG315","perc","2004Q3","1","55.4"
"r_2","BG315","perc","2004Q3","2","53.1"
"r_2","BG315","perc","2004Q4","0","51"
"r_2","BG315","perc","2004Q4","1","52.1"
"r_2","BG315","perc","2004Q4","2","49.8"
"r_2","BG315","perc","2005Q1","0","49.1"
"r_2","BG315","perc","2005Q1","1","50.3"
"r_2","BG315","perc","2005Q1","2","47.8"
"r_2","BG315","perc","2005Q2","0","51.2"
"r_2","BG315","perc","2005Q2","1","54.7"
"r_2","BG315","perc","2005Q2","2","47.6"
"r_2","BG315","perc","2005Q3","0","54.3"
"r_2","BG315","perc","2005Q3","1","55.4"
"r_2","BG315","perc","2005Q3","2","53.3"
"r_2","BG315","perc","2005Q4","0","51.1"
"r_2","BG315","perc","2005Q4","1","51.5"
"r_2","BG315","perc","2005Q4","2","50.6"
"r_2","BG315","perc","2006Q1","0","55.6"
"r_2","BG315","perc","2006Q1","1","58.7"
"r_2","BG315","perc","2006Q1","2","52.4"
"r_2","BG315","perc","2006Q2","0","56.6"
"r_2","BG315","perc","2006Q2","1","62.2"
"r_2","BG315","perc","2006Q2","2","50.6"
"r_2","BG315","perc","2006Q3","0","59.5"
"r_2","BG315","perc","2006Q3","1","66.3"
"r_2","BG315","perc","2006Q3","2","52.5"
"r_2","BG315","perc","2006Q4","0","65"
"r_2","BG315","perc","2006Q4","1","69.4"
"r_2","BG315","perc","2006Q4","2","60.2"
"r_2","BG315","perc","2007Q1","0","67.5"
"r_2","BG315","perc","2007Q1","1","68.2"
"r_2","BG315","perc","2007Q1","2","66.7"
"r_2","BG315","perc","2007Q2","0","66.4"
"r_2","BG315","perc","2007Q2","1","71.2"
"r_2","BG315","perc","2007Q2","2","61.6"
"r_2","BG315","perc","2007Q3","0","64.2"
"r_2","BG315","perc","2007Q3","1","71.2"
"r_2","BG315","perc","2007Q3","2","57.1"
"r_2","BG315","perc","2007Q4","0","68.7"
"r_2","BG315","perc","2007Q4","1","73.5"
"r_2","BG315","perc","2007Q4","2","63.7"
"r_2","BG315","perc","2008Q1","0","68.8"
"r_2","BG315","perc","2008Q1","1","71.9"
"r_2","BG315","perc","2008Q1","2","65.6"
"r_2","BG315","perc","2008Q2","0","65.2"
"r_2","BG315","perc","2008Q2","1","69.6"
"r_2","BG315","perc","2008Q2","2","60.7"
"r_2","BG315","perc","2008Q3","0","61.8"
"r_2","BG315","perc","2008Q3","1","66.6"
"r_2","BG315","perc","2008Q3","2","57.2"
"r_2","BG315","perc","2008Q4","0","63.6"
"r_2","BG315","perc","2008Q4","1","67.8"
"r_2","BG315","perc","2008Q4","2","59.5"
"r_2","BG315","perc","2009Q1","0","67.1"
"r_2","BG315","perc","2009Q1","1","69.2"
"r_2","BG315","perc","2009Q1","2","65"
"r_2","BG315","perc","2009Q2","0","65.4"
"r_2","BG315","perc","2009Q2","1","68.1"
"r_2","BG315","perc","2009Q2","2","62.8"
"r_2","BG315","perc","2009Q3","0","65.5"
"r_2","BG315","perc","2009Q3","1","68.3"
"r_2","BG315","perc","2009Q3","2","62.8"
"r_2","BG315","perc","2009Q4","0","60.6"
"r_2","BG315","perc","2009Q4","1","60.7"
"r_2","BG315","perc","2009Q4","2","60.5"
"r_2","BG315","perc","2010Q1","0","60.5"
"r_2","BG315","perc","2010Q1","1","61.1"
"r_2","BG315","perc","2010Q1","2","59.9"
"r_2","BG315","perc","2010Q2","0","62"
"r_2","BG315","perc","2010Q2","1","62.7"
"r_2","BG315","perc","2010Q2","2","61.2"
"r_2","BG315","perc","2010Q3","0","62.6"
"r_2","BG315","perc","2010Q3","1","65.9"
"r_2","BG315","perc","2010Q3","2","59.3"
"r_2","BG315","perc","2010Q4","0","61.6"
"r_2","BG315","perc","2010Q4","1","62.3"
"r_2","BG315","perc","2010Q4","2","60.9"
"r_2","BG315","perc","2011Q1","0","53.9"
"r_2","BG315","perc","2011Q1","1","51.7"
"r_2","BG315","perc","2011Q1","2","56.2"
"r_2","BG315","perc","2011Q2","0","54.4"
"r_2","BG315","perc","2011Q2","1","53.7"
"r_2","BG315","perc","2011Q2","2","55"
"r_2","BG315","perc","2011Q3","0","56.7"
"r_2","BG315","perc","2011Q3","1","58.6"
"r_2","BG315","perc","2011Q3","2","54.8"
"r_2","BG315","perc","2011Q4","0","57.2"
"r_2","BG315","perc","2011Q4","1","56.2"
"r_2","BG315","perc","2011Q4","2","58.2"
"r_2","BG315","perc","2012Q1","0","52.9"
"r_2","BG315","perc","2012Q1","1","48.5"
"r_2","BG315","perc","2012Q1","2","57.6"
"r_2","BG315","perc","2012Q2","0","50.4"
"r_2","BG315","perc","2012Q2","1","49.7"
"r_2","BG315","perc","2012Q2","2","51.2"
"r_2","BG315","perc","2012Q3","0","54"
"r_2","BG315","perc","2012Q3","1","54.1"
"r_2","BG315","perc","2012Q3","2","53.8"
"r_2","BG315","perc","2012Q4","0","54.2"
"r_2","BG315","perc","2012Q4","1","52.2"
"r_2","BG315","perc","2012Q4","2","56.3"
"r_2","BG315","perc","2013Q1","0","50"
"r_2","BG315","perc","2013Q1","1","49"
"r_2","BG315","perc","2013Q1","2","51"
"r_2","BG315","perc","2013Q2","0","48.6"
"r_2","BG315","perc","2013Q2","1","50.3"
"r_2","BG315","perc","2013Q2","2","46.7"
"r_2","BG315","perc","2013Q3","0","54.8"
"r_2","BG315","perc","2013Q3","1","55.2"
"r_2","BG315","perc","2013Q3","2","54.3"
"r_2","BG315","perc","2013Q4","0","55.5"
"r_2","BG315","perc","2013Q4","1","54.8"
"r_2","BG315","perc","2013Q4","2","56.3"
"r_2","BG315","perc","2014Q1","0","49.2"
"r_2","BG315","perc","2014Q1","1","48.4"
"r_2","BG315","perc","2014Q1","2","50"
"r_2","BG315","perc","2014Q2","0","47.3"
"r_2","BG315","perc","2014Q2","1","45.8"
"r_2","BG315","perc","2014Q2","2","48.8"
"r_2","BG315","perc","2014Q3","0","53"
"r_2","BG315","perc","2014Q3","1","53.2"
"r_2","BG315","perc","2014Q3","2","52.8"
"r_2","BG315","perc","2014Q4","0","54.5"
"r_2","BG315","perc","2014Q4","1","54.2"
"r_2","BG315","perc","2014Q4","2","54.7"
"r_2","BG315","perc","2015Q1","0","52.5"
"r_2","BG315","perc","2015Q1","1","51.1"
"r_2","BG315","perc","2015Q1","2","54"
"r_2","BG315","perc","2015Q2","0","56.8"
"r_2","BG315","perc","2015Q2","1","56.6"
"r_2","BG315","perc","2015Q2","2","56.9"
"r_2","BG315","perc","2015Q3","0","56.9"
"r_2","BG315","perc","2015Q3","1","60.4"
"r_2","BG315","perc","2015Q3","2","53.2"
"r_2","BG315","perc","2015Q4","0","52.3"
"r_2","BG315","perc","2015Q4","1","52.9"
"r_2","BG315","perc","2015Q4","2","51.7"
"r_2","BG312","perc","2003Q1","0","50"
"r_2","BG312","perc","2003Q1","1","50.7"
"r_2","BG312","perc","2003Q1","2","49.3"
"r_2","BG312","perc","2003Q2","0","50.6"
"r_2","BG312","perc","2003Q2","1","48"
"r_2","BG312","perc","2003Q2","2","53.3"
"r_2","BG312","perc","2003Q3","0","48.7"
"r_2","BG312","perc","2003Q3","1","51.1"
"r_2","BG312","perc","2003Q3","2","46.4"
"r_2","BG312","perc","2003Q4","0","47.8"
"r_2","BG312","perc","2003Q4","1","53.4"
"r_2","BG312","perc","2003Q4","2","42.2"
"r_2","BG312","perc","2004Q1","0","50.6"
"r_2","BG312","perc","2004Q1","1","54.3"
"r_2","BG312","perc","2004Q1","2","46.9"
"r_2","BG312","perc","2004Q2","0","49.8"
"r_2","BG312","perc","2004Q2","1","50.6"
"r_2","BG312","perc","2004Q2","2","49"
"r_2","BG312","perc","2004Q3","0","50.5"
"r_2","BG312","perc","2004Q3","1","53.2"
"r_2","BG312","perc","2004Q3","2","47.8"
"r_2","BG312","perc","2004Q4","0","49"
"r_2","BG312","perc","2004Q4","1","51.5"
"r_2","BG312","perc","2004Q4","2","46.4"
"r_2","BG312","perc","2005Q1","0","45"
"r_2","BG312","perc","2005Q1","1","45.8"
"r_2","BG312","perc","2005Q1","2","44"
"r_2","BG312","perc","2005Q2","0","50.7"
"r_2","BG312","perc","2005Q2","1","51.6"
"r_2","BG312","perc","2005Q2","2","49.7"
"r_2","BG312","perc","2005Q3","0","55.8"
"r_2","BG312","perc","2005Q3","1","57.6"
"r_2","BG312","perc","2005Q3","2","54"
"r_2","BG312","perc","2005Q4","0","50.4"
"r_2","BG312","perc","2005Q4","1","51.7"
"r_2","BG312","perc","2005Q4","2","49.2"
"r_2","BG312","perc","2006Q1","0","46.6"
"r_2","BG312","perc","2006Q1","1","46.8"
"r_2","BG312","perc","2006Q1","2","46.4"
"r_2","BG312","perc","2006Q2","0","55"
"r_2","BG312","perc","2006Q2","1","56.7"
"r_2","BG312","perc","2006Q2","2","53.2"
"r_2","BG312","perc","2006Q3","0","55.9"
"r_2","BG312","perc","2006Q3","1","59.8"
"r_2","BG312","perc","2006Q3","2","51.9"
"r_2","BG312","perc","2006Q4","0","52"
"r_2","BG312","perc","2006Q4","1","57.3"
"r_2","BG312","perc","2006Q4","2","46.9"
"r_2","BG312","perc","2007Q1","0","52.8"
"r_2","BG312","perc","2007Q1","1","52.4"
"r_2","BG312","perc","2007Q1","2","53.2"
"r_2","BG312","perc","2007Q2","0","56.8"
"r_2","BG312","perc","2007Q2","1","54.9"
"r_2","BG312","perc","2007Q2","2","58.6"
"r_2","BG312","perc","2007Q3","0","55.9"
"r_2","BG312","perc","2007Q3","1","60.1"
"r_2","BG312","perc","2007Q3","2","51.8"
"r_2","BG312","perc","2007Q4","0","53.4"
"r_2","BG312","perc","2007Q4","1","57.7"
"r_2","BG312","perc","2007Q4","2","49.1"
"r_2","BG312","perc","2008Q1","0","54.4"
"r_2","BG312","perc","2008Q1","1","54.9"
"r_2","BG312","perc","2008Q1","2","54"
"r_2","BG312","perc","2008Q2","0","58.7"
"r_2","BG312","perc","2008Q2","1","59.2"
"r_2","BG312","perc","2008Q2","2","58.1"
"r_2","BG312","perc","2008Q3","0","60.9"
"r_2","BG312","perc","2008Q3","1","62.2"
"r_2","BG312","perc","2008Q3","2","59.5"
"r_2","BG312","perc","2008Q4","0","58.9"
"r_2","BG312","perc","2008Q4","1","60"
"r_2","BG312","perc","2008Q4","2","57.8"
"r_2","BG312","perc","2009Q1","0","56.7"
"r_2","BG312","perc","2009Q1","1","58.1"
"r_2","BG312","perc","2009Q1","2","55.3"
"r_2","BG312","perc","2009Q2","0","59.6"
"r_2","BG312","perc","2009Q2","1","59.2"
"r_2","BG312","perc","2009Q2","2","60"
"r_2","BG312","perc","2009Q3","0","58.8"
"r_2","BG312","perc","2009Q3","1","59.4"
"r_2","BG312","perc","2009Q3","2","58.2"
"r_2","BG312","perc","2009Q4","0","59.6"
"r_2","BG312","perc","2009Q4","1","59"
"r_2","BG312","perc","2009Q4","2","60.2"
"r_2","BG312","perc","2010Q1","0","58.3"
"r_2","BG312","perc","2010Q1","1","59.7"
"r_2","BG312","perc","2010Q1","2","56.8"
"r_2","BG312","perc","2010Q2","0","56.7"
"r_2","BG312","perc","2010Q2","1","58.1"
"r_2","BG312","perc","2010Q2","2","55.3"
"r_2","BG312","perc","2010Q3","0","54.3"
"r_2","BG312","perc","2010Q3","1","52.2"
"r_2","BG312","perc","2010Q3","2","56.5"
"r_2","BG312","perc","2010Q4","0","58.1"
"r_2","BG312","perc","2010Q4","1","55.4"
"r_2","BG312","perc","2010Q4","2","61"
"r_2","BG312","perc","2011Q1","0","56.7"
"r_2","BG312","perc","2011Q1","1","58.2"
"r_2","BG312","perc","2011Q1","2","55.1"
"r_2","BG312","perc","2011Q2","0","51.2"
"r_2","BG312","perc","2011Q2","1","53.4"
"r_2","BG312","perc","2011Q2","2","48.9"
"r_2","BG312","perc","2011Q3","0","51.2"
"r_2","BG312","perc","2011Q3","1","52.8"
"r_2","BG312","perc","2011Q3","2","49.6"
"r_2","BG312","perc","2011Q4","0","52.3"
"r_2","BG312","perc","2011Q4","1","54.2"
"r_2","BG312","perc","2011Q4","2","50.3"
"r_2","BG312","perc","2012Q1","0","55.8"
"r_2","BG312","perc","2012Q1","1","58.9"
"r_2","BG312","perc","2012Q1","2","52.5"
"r_2","BG312","perc","2012Q2","0","54.3"
"r_2","BG312","perc","2012Q2","1","55.9"
"r_2","BG312","perc","2012Q2","2","52.6"
"r_2","BG312","perc","2012Q3","0","52"
"r_2","BG312","perc","2012Q3","1","53.6"
"r_2","BG312","perc","2012Q3","2","50.4"
"r_2","BG312","perc","2012Q4","0","50.8"
"r_2","BG312","perc","2012Q4","1","51.1"
"r_2","BG312","perc","2012Q4","2","50.5"
"r_2","BG312","perc","2013Q1","0","50.9"
"r_2","BG312","perc","2013Q1","1","52.5"
"r_2","BG312","perc","2013Q1","2","49.2"
"r_2","BG312","perc","2013Q2","0","53.7"
"r_2","BG312","perc","2013Q2","1","52.8"
"r_2","BG312","perc","2013Q2","2","54.7"
"r_2","BG312","perc","2013Q3","0","56.8"
"r_2","BG312","perc","2013Q3","1","57.5"
"r_2","BG312","perc","2013Q3","2","56"
"r_2","BG312","perc","2013Q4","0","50.6"
"r_2","BG312","perc","2013Q4","1","55.8"
"r_2","BG312","perc","2013Q4","2","45"
"r_2","BG312","perc","2014Q1","0","49.8"
"r_2","BG312","perc","2014Q1","1","53.2"
"r_2","BG312","perc","2014Q1","2","46.1"
"r_2","BG312","perc","2014Q2","0","56.7"
"r_2","BG312","perc","2014Q2","1","54.6"
"r_2","BG312","perc","2014Q2","2","59"
"r_2","BG312","perc","2014Q3","0","61.5"
"r_2","BG312","perc","2014Q3","1","60.7"
"r_2","BG312","perc","2014Q3","2","62.3"
"r_2","BG312","perc","2014Q4","0","55.7"
"r_2","BG312","perc","2014Q4","1","57.2"
"r_2","BG312","perc","2014Q4","2","54.2"
"r_2","BG312","perc","2015Q1","0","48.7"
"r_2","BG312","perc","2015Q1","1","51.1"
"r_2","BG312","perc","2015Q1","2","46.2"
"r_2","BG312","perc","2015Q2","0","52.4"
"r_2","BG312","perc","2015Q2","1","55.5"
"r_2","BG312","perc","2015Q2","2","49.2"
"r_2","BG312","perc","2015Q3","0","59.3"
"r_2","BG312","perc","2015Q3","1","59.2"
"r_2","BG312","perc","2015Q3","2","59.3"
"r_2","BG312","perc","2015Q4","0","54.5"
"r_2","BG312","perc","2015Q4","1","56.2"
"r_2","BG312","perc","2015Q4","2","52.7"
"r_2","BG314","perc","2003Q1","0","46.9"
"r_2","BG314","perc","2003Q1","1","46.1"
"r_2","BG314","perc","2003Q1","2","47.8"
"r_2","BG314","perc","2003Q2","0","51"
"r_2","BG314","perc","2003Q2","1","55.3"
"r_2","BG314","perc","2003Q2","2","46.6"
"r_2","BG314","perc","2003Q3","0","49.3"
"r_2","BG314","perc","2003Q3","1","55.2"
"r_2","BG314","perc","2003Q3","2","43.1"
"r_2","BG314","perc","2003Q4","0","47.9"
"r_2","BG314","perc","2003Q4","1","51.4"
"r_2","BG314","perc","2003Q4","2","44.4"
"r_2","BG314","perc","2004Q1","0","48.4"
"r_2","BG314","perc","2004Q1","1","51.1"
"r_2","BG314","perc","2004Q1","2","45.7"
"r_2","BG314","perc","2004Q2","0","52.1"
"r_2","BG314","perc","2004Q2","1","57"
"r_2","BG314","perc","2004Q2","2","47.2"
"r_2","BG314","perc","2004Q3","0","51.4"
"r_2","BG314","perc","2004Q3","1","56.2"
"r_2","BG314","perc","2004Q3","2","46.5"
"r_2","BG314","perc","2004Q4","0","50.4"
"r_2","BG314","perc","2004Q4","1","53.8"
"r_2","BG314","perc","2004Q4","2","46.9"
"r_2","BG314","perc","2005Q1","0","51.4"
"r_2","BG314","perc","2005Q1","1","54.5"
"r_2","BG314","perc","2005Q1","2","48.4"
"r_2","BG314","perc","2005Q2","0","53.1"
"r_2","BG314","perc","2005Q2","1","55.7"
"r_2","BG314","perc","2005Q2","2","50.5"
"r_2","BG314","perc","2005Q3","0","52.3"
"r_2","BG314","perc","2005Q3","1","54.4"
"r_2","BG314","perc","2005Q3","2","50.2"
"r_2","BG314","perc","2005Q4","0","51.9"
"r_2","BG314","perc","2005Q4","1","55.1"
"r_2","BG314","perc","2005Q4","2","48.7"
"r_2","BG314","perc","2006Q1","0","52.1"
"r_2","BG314","perc","2006Q1","1","55.4"
"r_2","BG314","perc","2006Q1","2","48.8"
"r_2","BG314","perc","2006Q2","0","55.2"
"r_2","BG314","perc","2006Q2","1","57.6"
"r_2","BG314","perc","2006Q2","2","52.8"
"r_2","BG314","perc","2006Q3","0","55.7"
"r_2","BG314","perc","2006Q3","1","58.4"
"r_2","BG314","perc","2006Q3","2","53"
"r_2","BG314","perc","2006Q4","0","57.2"
"r_2","BG314","perc","2006Q4","1","61.5"
"r_2","BG314","perc","2006Q4","2","52.8"
"r_2","BG314","perc","2007Q1","0","52"
"r_2","BG314","perc","2007Q1","1","58.1"
"r_2","BG314","perc","2007Q1","2","45.8"
"r_2","BG314","perc","2007Q2","0","55.4"
"r_2","BG314","perc","2007Q2","1","60.4"
"r_2","BG314","perc","2007Q2","2","50.4"
"r_2","BG314","perc","2007Q3","0","59.7"
"r_2","BG314","perc","2007Q3","1","62.9"
"r_2","BG314","perc","2007Q3","2","56.5"
"r_2","BG314","perc","2007Q4","0","59.1"
"r_2","BG314","perc","2007Q4","1","62.6"
"r_2","BG314","perc","2007Q4","2","55.6"
"r_2","BG314","perc","2008Q1","0","56.4"
"r_2","BG314","perc","2008Q1","1","57.7"
"r_2","BG314","perc","2008Q1","2","55.1"
"r_2","BG314","perc","2008Q2","0","58.7"
"r_2","BG314","perc","2008Q2","1","61.2"
"r_2","BG314","perc","2008Q2","2","56.3"
"r_2","BG314","perc","2008Q3","0","62.5"
"r_2","BG314","perc","2008Q3","1","67.5"
"r_2","BG314","perc","2008Q3","2","57.7"
"r_2","BG314","perc","2008Q4","0","61.5"
"r_2","BG314","perc","2008Q4","1","66.2"
"r_2","BG314","perc","2008Q4","2","56.8"
"r_2","BG314","perc","2009Q1","0","57.7"
"r_2","BG314","perc","2009Q1","1","59.3"
"r_2","BG314","perc","2009Q1","2","56.2"
"r_2","BG314","perc","2009Q2","0","55.7"
"r_2","BG314","perc","2009Q2","1","58.3"
"r_2","BG314","perc","2009Q2","2","53.1"
"r_2","BG314","perc","2009Q3","0","56.9"
"r_2","BG314","perc","2009Q3","1","60.6"
"r_2","BG314","perc","2009Q3","2","53.4"
"r_2","BG314","perc","2009Q4","0","56.5"
"r_2","BG314","perc","2009Q4","1","58.8"
"r_2","BG314","perc","2009Q4","2","54"
"r_2","BG314","perc","2010Q1","0","54.1"
"r_2","BG314","perc","2010Q1","1","56.7"
"r_2","BG314","perc","2010Q1","2","51.4"
"r_2","BG314","perc","2010Q2","0","54.6"
"r_2","BG314","perc","2010Q2","1","57"
"r_2","BG314","perc","2010Q2","2","52.1"
"r_2","BG314","perc","2010Q3","0","52.9"
"r_2","BG314","perc","2010Q3","1","55.5"
"r_2","BG314","perc","2010Q3","2","50.1"
"r_2","BG314","perc","2010Q4","0","51.4"
"r_2","BG314","perc","2010Q4","1","55.9"
"r_2","BG314","perc","2010Q4","2","46.8"
"r_2","BG314","perc","2011Q1","0","50.2"
"r_2","BG314","perc","2011Q1","1","54.6"
"r_2","BG314","perc","2011Q1","2","45.7"
"r_2","BG314","perc","2011Q2","0","53.2"
"r_2","BG314","perc","2011Q2","1","55.8"
"r_2","BG314","perc","2011Q2","2","50.4"
"r_2","BG314","perc","2011Q3","0","56"
"r_2","BG314","perc","2011Q3","1","58.1"
"r_2","BG314","perc","2011Q3","2","53.8"
"r_2","BG314","perc","2011Q4","0","57"
"r_2","BG314","perc","2011Q4","1","61.6"
"r_2","BG314","perc","2011Q4","2","52.2"
"r_2","BG314","perc","2012Q1","0","53.4"
"r_2","BG314","perc","2012Q1","1","58.7"
"r_2","BG314","perc","2012Q1","2","47.8"
"r_2","BG314","perc","2012Q2","0","50.8"
"r_2","BG314","perc","2012Q2","1","54.6"
"r_2","BG314","perc","2012Q2","2","46.8"
"r_2","BG314","perc","2012Q3","0","56.6"
"r_2","BG314","perc","2012Q3","1","60.5"
"r_2","BG314","perc","2012Q3","2","52.5"
"r_2","BG314","perc","2012Q4","0","61.2"
"r_2","BG314","perc","2012Q4","1","65"
"r_2","BG314","perc","2012Q4","2","57.2"
"r_2","BG314","perc","2013Q1","0","57.9"
"r_2","BG314","perc","2013Q1","1","60.1"
"r_2","BG314","perc","2013Q1","2","55.5"
"r_2","BG314","perc","2013Q2","0","55"
"r_2","BG314","perc","2013Q2","1","55.9"
"r_2","BG314","perc","2013Q2","2","54.1"
"r_2","BG314","perc","2013Q3","0","59.6"
"r_2","BG314","perc","2013Q3","1","59.7"
"r_2","BG314","perc","2013Q3","2","59.6"
"r_2","BG314","perc","2013Q4","0","59.7"
"r_2","BG314","perc","2013Q4","1","63.5"
"r_2","BG314","perc","2013Q4","2","55.7"
"r_2","BG314","perc","2014Q1","0","58.6"
"r_2","BG314","perc","2014Q1","1","60.8"
"r_2","BG314","perc","2014Q1","2","56.3"
"r_2","BG314","perc","2014Q2","0","56.2"
"r_2","BG314","perc","2014Q2","1","54.4"
"r_2","BG314","perc","2014Q2","2","58"
"r_2","BG314","perc","2014Q3","0","57.7"
"r_2","BG314","perc","2014Q3","1","55.8"
"r_2","BG314","perc","2014Q3","2","59.8"
"r_2","BG314","perc","2014Q4","0","59.7"
"r_2","BG314","perc","2014Q4","1","60.9"
"r_2","BG314","perc","2014Q4","2","58.5"
"r_2","BG314","perc","2015Q1","0","59.2"
"r_2","BG314","perc","2015Q1","1","61.4"
"r_2","BG314","perc","2015Q1","2","56.8"
"r_2","BG314","perc","2015Q2","0","60"
"r_2","BG314","perc","2015Q2","1","61.4"
"r_2","BG314","perc","2015Q2","2","58.5"
"r_2","BG314","perc","2015Q3","0","62.4"
"r_2","BG314","perc","2015Q3","1","62.2"
"r_2","BG314","perc","2015Q3","2","62.7"
"r_2","BG314","perc","2015Q4","0","63.3"
"r_2","BG314","perc","2015Q4","1","66"
"r_2","BG314","perc","2015Q4","2","60.3"
"r_2","BG32","perc","2003Q1","0","48.1"
"r_2","BG32","perc","2003Q1","1","51.6"
"r_2","BG32","perc","2003Q1","2","44.7"
"r_2","BG32","perc","2003Q2","0","50.5"
"r_2","BG32","perc","2003Q2","1","55.2"
"r_2","BG32","perc","2003Q2","2","45.9"
"r_2","BG32","perc","2003Q3","0","49.8"
"r_2","BG32","perc","2003Q3","1","53.7"
"r_2","BG32","perc","2003Q3","2","45.9"
"r_2","BG32","perc","2003Q4","0","50.5"
"r_2","BG32","perc","2003Q4","1","54.4"
"r_2","BG32","perc","2003Q4","2","46.7"
"r_2","BG32","perc","2004Q1","0","48.7"
"r_2","BG32","perc","2004Q1","1","53"
"r_2","BG32","perc","2004Q1","2","44.5"
"r_2","BG32","perc","2004Q2","0","51.8"
"r_2","BG32","perc","2004Q2","1","55.2"
"r_2","BG32","perc","2004Q2","2","48.4"
"r_2","BG32","perc","2004Q3","0","53.5"
"r_2","BG32","perc","2004Q3","1","56.9"
"r_2","BG32","perc","2004Q3","2","50.1"
"r_2","BG32","perc","2004Q4","0","52.3"
"r_2","BG32","perc","2004Q4","1","56"
"r_2","BG32","perc","2004Q4","2","48.6"
"r_2","BG32","perc","2005Q1","0","50.9"
"r_2","BG32","perc","2005Q1","1","54"
